target_dates,op_rate_0d_all_cars,op_rate_1d_all_cars,op_rate_2d_all_cars,op_rate_3d_all_cars,op_rate_4d_all_cars,op_rate_5d_all_cars,op_rate_6d_all_cars,op_rate_7d_all_cars,op_rate_0d_major_cars,op_rate_1d_major_cars,op_rate_2d_major_cars,op_rate_3d_major_cars,op_rate_4d_major_cars,op_rate_5d_major_cars,op_rate_6d_major_cars,op_rate_7d_major_cars
2020-08-25,0.3613823394,0.1785283349,0.1121426359,0.09593642802,0.0874929498,0.07941758435,0.07206977615,0.06869781698,0.3688974618,0.18629157,0.1127280379,0.09491341007,0.08554926224,0.07794136603,0.06927763371,0.0646846519
2019-05-20,0.2727714967,0.08086711898,0.05170725877,0.0414235789,0.03138891577,0.0244904406,0.01963319123,0.01609146171,0.3215644564,0.08359984203,0.05675538244,0.04393199059,0.03141318011,0.02435876588,0.01941835283,0.01540717108
2019-03-03,0.3224605321,0.1182198108,0.07800902353,0.05983690028,0.05137476242,0.0443631786,0.03812394094,0.03235127183,0.3788149546,0.1221372666,0.08096606681,0.06657783769,0.05821396939,0.05147432868,0.04447646419,0.03669359941
2019-07-12,0.3763695087,0.1439587418,0.08261049809,0.06094894678,0.04936445244,0.04144262183,0.03707721999,0.03350430648,0.3985644325,0.1439146817,0.07677234546,0.0555692431,0.04386146452,0.03509869815,0.03055388568,0.02780925913
2020-06-20,0.4955192216,0.2383019263,0.1660350363,0.129607761,0.1020079564,0.08299832496,0.06524218314,0.05665619765,0.4974794342,0.2471613485,0.1701166025,0.1337833914,0.1028231147,0.08136703547,0.06165439004,0.05126000978
2021-02-24,0.3598767281,0.1907597411,0.1231455611,0.08686217479,0.07255786613,0.0613129046,0.04940314421,0.04229456761,0.3516779005,0.193624671,0.1228042432,0.0849928747,0.07004155215,0.05928816036,0.04867745641,0.04238828542
2019-06-26,0.3990503655,0.1573854518,0.09234040138,0.06617647059,0.05801721513,0.05137318547,0.04313071838,0.03751554574,0.4353744071,0.1606605417,0.09607725555,0.06989733958,0.06049497258,0.05547321099,0.04627073386,0.03777918581
2019-12-02,0.2938006688,0.1036464324,0.06505720367,0.05126771041,0.03997162202,0.03363685831,0.0273702844,0.02301095858,0.3019849233,0.09881603365,0.06287184355,0.04882213147,0.03835365391,0.03294801689,0.02739899864,0.02196864071
2020-01-05,0.4087518786,0.1953966855,0.1318824984,0.09960786686,0.07843166914,0.06601796148,0.05641055561,0.04958784243,0.4177392379,0.2017299752,0.1340559309,0.1015173828,0.07803476553,0.06451583795,0.0561890015,0.0487645097
2020-12-02,0.2960976698,0.1406495403,0.08170273001,0.06011036584,0.05168537359,0.04476656363,0.03707434251,0.03185553655,0.3038293591,0.1476371473,0.08252664094,0.05983016398,0.05033262903,0.04289823619,0.03484375239,0.0287394929
2021-02-11,0.5557570812,0.2985941607,0.2349402303,0.1980724799,0.1671438853,0.1483185213,0.1325103267,0.1178019516,0.549773816,0.3132685957,0.2435271726,0.2015738001,0.1674819571,0.1476030647,0.1314326699,0.1152678785
2019-04-14,0.3864031211,0.1498410359,0.1056426754,0.08267913433,0.06897243507,0.06003928395,0.04882180153,0.03913242363,0.4288547876,0.150283263,0.1076709856,0.08630279023,0.07040851418,0.06224029911,0.04956780084,0.03906211619
2019-01-01,0.4132327714,0.04790752834,0.02665985456,0.01966597751,0.01485272356,0.01290505322,0.009967995468,0.007968043117,0.4692513719,0.04967983364,0.02792705148,0.02062808199,0.01530827594,0.01314123352,0.009988469893,0.007450816887
2020-03-19,0.358912264,0.1673878399,0.1009113709,0.06857287429,0.04994195634,0.0424031948,0.03573895238,0.02587112273,0.3708307623,0.1721698743,0.1009187546,0.06537422465,0.04731790975,0.04147485134,0.03395420652,0.02529201935
2019-01-15,0.194332045,0.06588116834,0.03402676346,0.02715415056,0.02099791852,0.01515477143,0.01092414456,0.008412831708,0.2287414185,0.06823248059,0.03754757874,0.03107919009,0.0246468801,0.01947990032,0.01310686242,0.009094399819
2021-05-25,0.3139456014,0.1611876879,0.1049530141,0.08966473004,0.07871814535,0.06559719081,0.05541204173,0.04868692974,0.3040573372,0.1599471745,0.1003325315,0.08572517262,0.07461605088,0.0619085439,0.05176809412,0.04434313942
2019-12-12,0.3565058303,0.1514713556,0.0903059868,0.06471988296,0.04651152871,0.04075748119,0.0349124381,0.02862521345,0.3659358441,0.1588287217,0.09312941346,0.06760159965,0.04641518951,0.03995352356,0.03526264591,0.02863164721
2019-04-11,0.2854849357,0.0965359,0.05702722278,0.03978311181,0.02814227594,0.02417004759,0.02033645114,0.01581747554,0.3286336581,0.09538302944,0.05420527028,0.04007473745,0.0254519683,0.02046517621,0.01652470846,0.01350170736
2021-05-06,0.3646908316,0.1964747495,0.1495989033,0.1200903737,0.09735310046,0.08772113909,0.07637309324,0.06877651413,0.3554739376,0.1928299302,0.143105333,0.1123222001,0.09002319695,0.08059313266,0.06871486297,0.06193715676
2019-04-19,0.2903796093,0.1012847595,0.06292285626,0.04705133789,0.03748231966,0.02992073817,0.02674430647,0.02359979514,0.3372738647,0.1055666995,0.06696406674,0.05074130582,0.03975402536,0.03196276303,0.02769538178,0.0249020929
2020-03-21,0.4411467125,0.1822983573,0.1117736839,0.08150943335,0.0601765347,0.04463972907,0.03428672454,0.02950679279,0.4455907668,0.1913471488,0.1180975054,0.08296452443,0.06011060771,0.04509606511,0.03220523254,0.02771310513
2019-03-25,0.198166324,0.05653116763,0.03538582532,0.02684420148,0.02079596008,0.01702571888,0.01391074477,0.01123776022,0.2294008461,0.06135421607,0.03715742478,0.02567380859,0.01984564783,0.01703596395,0.01342204029,0.01106603015
2021-06-11,0.3055772773,0.1620392883,0.110867975,0.08837840702,0.07330812615,0.06185787137,0.05700865731,0.05207060506,0.2883666208,0.1558666432,0.1032943006,0.08064066444,0.06578036039,0.05595248577,0.05105725773,0.0460827904
2021-04-29,0.3419894323,0.1819860418,0.1250554631,0.09700094749,0.07983626826,0.07317491681,0.0670196663,0.05880361435,0.335169334,0.1803088881,0.1202730458,0.09222846442,0.07604237982,0.07000070476,0.06479048367,0.05739549354
2019-10-09,0.4193631614,0.1726771905,0.1075566867,0.07741884508,0.0637939917,0.05535056536,0.0453352382,0.03922557387,0.4380951846,0.1752510907,0.1109231043,0.08018920771,0.06623258511,0.05720715971,0.04806805151,0.0413953657
2021-01-10,0.3060140237,0.140918152,0.08807001772,0.06744970815,0.0563353398,0.04475779133,0.03659774338,0.02886113717,0.3091410963,0.1465219077,0.08920811157,0.06653081533,0.05446725405,0.04287796115,0.03463277278,0.02527505702
2021-05-19,0.4421413342,0.2187667475,0.149087289,0.1156027341,0.1010236288,0.08905164158,0.07776273249,0.06844892948,0.4409742809,0.2220660538,0.1450773539,0.1088144253,0.09354954501,0.08170249994,0.07052286119,0.06181239278
2019-01-09,0.187650554,0.06348611038,0.03935330441,0.02505915586,0.02035451768,0.01676375229,0.01170659756,0.009684928393,0.2119953039,0.06900950398,0.04456149755,0.02866140271,0.0220333567,0.01667834907,0.01186966561,0.008419061559
2021-01-04,0.2787463077,0.1267909597,0.08908901284,0.06983896337,0.05345405873,0.04166992177,0.03113249065,0.02677976209,0.2858363747,0.1299222788,0.08837478214,0.06725562706,0.04980839701,0.03935588625,0.02826376786,0.02420547139
2020-10-10,0.4975595257,0.2822754907,0.1974429197,0.1457016189,0.1172270295,0.09437731259,0.07524837572,0.0655949849,0.5012916021,0.2933664094,0.199487206,0.1446427478,0.116251493,0.09357007228,0.07260849259,0.06233155703
2020-02-13,0.4090055559,0.1836494709,0.1074227172,0.07227436369,0.04902776174,0.04111201898,0.03644998195,0.03103737084,0.426230275,0.1880877743,0.1053748694,0.0702771247,0.04576657378,0.03843753628,0.03356481481,0.02860864391
2020-11-19,0.3358037698,0.1847190941,0.1258802553,0.1034390641,0.08472222222,0.07592404905,0.06787162162,0.05779404404,0.3365796341,0.1871686663,0.1234004914,0.1004270523,0.08073013548,0.07093447731,0.0634600927,0.05302598741
2019-10-25,0.3562383504,0.148929808,0.09663858762,0.07137455138,0.05686507139,0.04579276102,0.04104130352,0.03706291855,0.3709775773,0.1466824032,0.09338060882,0.06791242183,0.05412648168,0.04327221429,0.03973807537,0.03521957916
2020-03-10,0.3599032481,0.1518428036,0.08242300106,0.06419158469,0.04878637846,0.03636684533,0.02799968417,0.02031991677,0.3829513626,0.1648285663,0.08954439008,0.06698679515,0.05039749186,0.03694518088,0.02879336792,0.01998831816
2021-03-11,0.3167189901,0.1593309683,0.1016285163,0.07433261833,0.05612931129,0.04904111541,0.04189604396,0.03393721437,0.3101199167,0.1596920174,0.09809194348,0.07104796526,0.05250397993,0.04562349864,0.03874390573,0.03169818629
2021-04-23,0.3415010455,0.1861938404,0.1342453535,0.1110805577,0.09445008508,0.08025272396,0.07396341578,0.06837154864,0.3348459118,0.1871499394,0.1331778273,0.1097091487,0.09298365123,0.0791919536,0.07203936504,0.06684608345
2019-04-15,0.2678617812,0.0812655197,0.05465422367,0.04444026046,0.0344010771,0.02740846261,0.02300344231,0.01837532904,0.3093563208,0.0854029567,0.0575560193,0.04432730353,0.03551762968,0.02830924512,0.02256784818,0.0173145862
2019-01-24,0.2049262904,0.06989686811,0.04258581746,0.03189261247,0.02285972273,0.01897274171,0.01663921737,0.01375937851,0.2334450533,0.07272928644,0.04025004636,0.03094929014,0.02327120809,0.01935618471,0.01605159589,0.01512692918
2020-08-10,0.3046938234,0.1524284374,0.1266908484,0.1126507085,0.09816775729,0.08616383779,0.07886011966,0.07251908623,0.3039654451,0.1544830354,0.12547811,0.1102332174,0.09437153678,0.0817735683,0.07529481173,0.06943979564
2020-04-08,0.3162262793,0.1222010903,0.06149347849,0.03660796229,0.0300793449,0.0236905249,0.01709477316,0.01300194769,0.331624681,0.1334887412,0.06611896825,0.03817105272,0.02992052212,0.02195042671,0.01560398728,0.012488926
2020-02-07,0.3616950077,0.1632188869,0.09209348373,0.06752258505,0.05086447222,0.04128368803,0.03721065186,0.03330456133,0.3670740815,0.1613674824,0.08868494894,0.06665111805,0.05103199398,0.04202826232,0.03846292921,0.03362839538
2021-03-07,0.3609163122,0.1752119975,0.1142910734,0.08274694405,0.06385723259,0.05105886576,0.04125663037,0.03478329146,0.3567232021,0.1739897535,0.1103200506,0.07927137108,0.05919443378,0.04673034259,0.03685897436,0.0304584951
2019-01-21,0.1869505337,0.05990422743,0.04074304141,0.03177895846,0.02417399996,0.01924659001,0.01571967208,0.01313286526,0.2045072074,0.05638696573,0.04115093746,0.03320943804,0.02714183348,0.02199699971,0.01695269124,0.01473082415
2020-09-02,0.2889180211,0.143072226,0.08653043572,0.06493585977,0.05569020107,0.04785861172,0.03937011546,0.03323879003,0.294102305,0.1498850496,0.09063628638,0.06776286837,0.05661495797,0.04863387356,0.03988929861,0.03346080306
2019-03-18,0.1986037966,0.05412815569,0.0349727881,0.02777392329,0.02013367129,0.01646729865,0.01452672903,0.01140982418,0.2363794429,0.06310087318,0.0409374073,0.03173100486,0.0215031019,0.01712045194,0.01576361033,0.01186333561
2020-05-06,0.2876230475,0.1068509836,0.0673407289,0.04795748756,0.03938604178,0.03335004562,0.02686537726,0.02184566881,0.2995137155,0.1121020793,0.06707580044,0.04905292575,0.039278855,0.03250644033,0.02577284019,0.02033449489
2020-01-18,0.4896085437,0.2519227313,0.1815933811,0.1463015144,0.1216328649,0.1014960052,0.08267164707,0.07238760755,0.4853453432,0.2501950585,0.1795748447,0.1421525069,0.115245268,0.0939242884,0.07574591822,0.06402976448
2021-05-12,0.3345496742,0.1777906636,0.1194918775,0.09143416691,0.0812960445,0.07426328792,0.06369582411,0.0564103504,0.3305206276,0.1794642292,0.1177556189,0.0877374169,0.07761396011,0.07097657487,0.06038778094,0.05413896803
2021-06-10,0.3259579413,0.1678167421,0.1115740741,0.08586548936,0.06625555137,0.05989295291,0.05301816239,0.04700749958,0.3109212563,0.161700131,0.103861238,0.07847598475,0.06021297378,0.05392807819,0.04754875055,0.0426744337
2020-03-31,0.3098571462,0.1188013931,0.05594148415,0.04122529359,0.03432337114,0.02489108432,0.01871840974,0.01435470994,0.3203159483,0.1229978715,0.05423765816,0.03812431577,0.02945123459,0.02199171057,0.01704116784,0.0124501976
2019-10-17,0.3450175353,0.1390791775,0.08274700956,0.05952549639,0.04299271164,0.0373557592,0.03227915281,0.02599619222,0.3645937266,0.1387539994,0.08416444407,0.05827717276,0.04097955213,0.03576857407,0.03005966907,0.02350280926
2019-10-24,0.3269052995,0.134261352,0.08090694929,0.05753255341,0.04232460162,0.03795401064,0.03369449259,0.02861936337,0.3496046648,0.1366577914,0.0809247129,0.05791049882,0.04081840742,0.03815090312,0.03269419579,0.02579848337
2021-03-30,0.336309055,0.1721087222,0.108666399,0.09090475412,0.07777232581,0.06064756991,0.04802564408,0.03513545663,0.3391452197,0.1793719853,0.110384201,0.09169056997,0.07908960527,0.06092933898,0.04856205583,0.03383476753
2021-01-12,0.3113370241,0.1592034932,0.08931078852,0.06976546922,0.05413312871,0.04237657511,0.03433855847,0.02624442774,0.3160627135,0.1673703381,0.09008578267,0.07017234823,0.05372973799,0.04115499038,0.03337359639,0.02411402645
2019-08-16,0.415091499,0.1936974305,0.1483075911,0.1236473369,0.1076798376,0.09534418818,0.08676740208,0.08118923907,0.4372850096,0.1806921921,0.1397887393,0.1178537911,0.1032036936,0.09229938768,0.08478155292,0.07951644342
2020-06-03,0.3387415634,0.1466680385,0.08043307253,0.04875532146,0.03989363643,0.03341301845,0.02433241827,0.01940828696,0.3548694642,0.1569369094,0.08144766988,0.04839144032,0.03856266907,0.0313172827,0.02225040023,0.01624595881
2021-07-21,0.3594387678,0.1847081564,0.1213936985,0.0918241134,0.07883952231,0.0691359033,0.05756742531,0.0520173146,0.3443518325,0.1812757966,0.1146180728,0.08504622751,0.07163612349,0.06094394915,0.05057784382,0.04565654064
2020-12-13,0.3789696148,0.2074652778,0.1452392031,0.1058908952,0.0825159352,0.06802040806,0.05526411904,0.04591375981,0.3744751589,0.2121104816,0.147606682,0.1067568985,0.08097917322,0.0663221143,0.0523451669,0.04303532083
2020-06-21,0.4892042199,0.2388833054,0.1671998883,0.127055416,0.103262842,0.0842287828,0.07009701284,0.05755025126,0.4950577961,0.2469690486,0.1716728305,0.1303576523,0.1073122338,0.08566130774,0.06869562117,0.05522062269
2019-08-26,0.329663277,0.1242208204,0.09448895339,0.07831273852,0.06401976513,0.05549940308,0.04858763033,0.04247216458,0.3612313094,0.1284242969,0.09459638148,0.07739837505,0.06416562325,0.0552229864,0.04827685281,0.0407267076
2019-07-20,0.4568073431,0.1908274664,0.1461126809,0.1271928161,0.1071109958,0.09077998475,0.07765643567,0.06882826678,0.4746418514,0.1859096883,0.1413132823,0.1183604562,0.09766025552,0.08237094983,0.07118657416,0.06306202841
2019-03-23,0.3480623012,0.1181693316,0.07580952381,0.05952293578,0.04666072521,0.03760733945,0.03040978593,0.02624587156,0.3835326858,0.1249661595,0.08298332599,0.0667914575,0.05274733208,0.04338801956,0.03379150133,0.02814239562
2019-10-31,0.3209775617,0.1267318005,0.07680453561,0.05388177117,0.03916986526,0.03479277465,0.03011189072,0.02590357418,0.3296898893,0.1217360128,0.07406457173,0.05232411843,0.03817859768,0.03297167771,0.02833051278,0.02429457418
2020-07-30,0.3536013589,0.18742918,0.1300811329,0.1035713638,0.08641750524,0.07926964707,0.07291641248,0.0664080073,0.363389246,0.2026087587,0.1391724274,0.1095932099,0.0901628958,0.08188218781,0.07484044529,0.06819400206
2019-05-11,0.4476905819,0.1576812719,0.1016759371,0.07461027032,0.05959906613,0.048136094,0.04245721647,0.03850802209,0.485086832,0.164416772,0.1128617471,0.08066021033,0.05968359321,0.04785904623,0.04067127242,0.0375723365
2019-07-18,0.3738651934,0.1478517615,0.08980643616,0.0654081311,0.0509372732,0.04365083244,0.03828940005,0.03413942168,0.405666258,0.143108819,0.08851806104,0.0650217264,0.0511378269,0.04333469482,0.0365288939,0.03185882515
2021-05-13,0.3443286552,0.1815152485,0.1220781572,0.09541502275,0.07686929072,0.06967492625,0.06383012991,0.05613870228,0.3400511369,0.1813912631,0.1198258943,0.09244776828,0.07315289649,0.066886673,0.06146961064,0.05403133903
2020-07-26,0.435041808,0.2196100158,0.153273855,0.1273689439,0.11228221,0.09693374599,0.08420385654,0.07362894187,0.4418227596,0.2294059775,0.1556262409,0.129518099,0.1118545256,0.09669596008,0.08403353896,0.07146418315
2019-07-22,0.3281156485,0.1136817169,0.07899412461,0.06594028532,0.05741354536,0.05080655956,0.04569027111,0.03995117798,0.3499463408,0.1101579824,0.07570593484,0.06323398197,0.05300087914,0.04764404089,0.04335004133,0.0373092467
2020-11-12,0.3831050228,0.2054005127,0.1429992104,0.1141538734,0.09241789352,0.08173105754,0.07181818636,0.05940289147,0.3843771108,0.2116927047,0.1418433533,0.1113000031,0.08852931604,0.07930654361,0.06887583112,0.05723427256
2021-04-14,0.3421995028,0.1808061531,0.1228897997,0.09436926517,0.08366224266,0.0725413727,0.06063015653,0.05221284891,0.3382163242,0.1830751663,0.1218730939,0.09366533328,0.08363831085,0.07409801126,0.0623625828,0.05441454956
2021-05-08,0.4650111316,0.246150302,0.1805783151,0.147494782,0.1236721734,0.1039562794,0.08634592326,0.07719046985,0.462878374,0.2547008669,0.182255717,0.1447329952,0.1201084608,0.09875475092,0.08100474774,0.07070605957
2019-04-17,0.2825366717,0.095310019,0.0542812994,0.03603857699,0.03044740067,0.02615420137,0.0212670728,0.01732127951,0.3385661557,0.10490134,0.06216031116,0.04288575601,0.03632651479,0.03103622055,0.02517477096,0.01823562097
2019-10-01,0.2917409257,0.1003967156,0.05302597085,0.04387640159,0.0366800609,0.02940576998,0.02347963486,0.01932143676,0.309367418,0.1013811764,0.05573915648,0.04249026494,0.03535561342,0.02700305136,0.02257907366,0.01749018265
2019-08-31,0.5263385596,0.2300666166,0.1616836717,0.1302807304,0.105898701,0.08416611938,0.06914883996,0.06004853579,0.5364913464,0.2214973916,0.1513778356,0.1217715452,0.09677721566,0.07726102778,0.0626329267,0.05492276691
2019-09-26,0.3406429467,0.1363779737,0.08436120622,0.06080734166,0.04568674179,0.04053970863,0.03641827419,0.03042080645,0.3658572982,0.1405104931,0.0850082486,0.06147344345,0.04630390346,0.04016017404,0.0348347322,0.02961280867
2021-04-25,0.4853513822,0.2589833656,0.1890919158,0.1541695506,0.1311300295,0.111253576,0.09640261628,0.08372554448,0.4817178881,0.266176283,0.1886751749,0.1506364412,0.1266402084,0.1061367635,0.09167791477,0.07919335993
2019-06-30,0.4572240632,0.1714234746,0.1119619899,0.08766793435,0.07522870785,0.06464049964,0.053714057,0.04572238946,0.4808371741,0.1681989898,0.1118005699,0.08713784303,0.07474042856,0.0651978871,0.05363528447,0.04636233035
2020-09-16,0.363073018,0.1917808714,0.131307765,0.1002725012,0.08561260975,0.07115329941,0.05689216083,0.04596199439,0.3690201189,0.2023191179,0.1364180867,0.1046422225,0.08879795426,0.07409558958,0.05738184193,0.0453610048
2020-09-05,0.4221042247,0.1923202684,0.1180258302,0.08590814618,0.06565207983,0.05119008551,0.04217318723,0.03753781069,0.4249812785,0.2007003247,0.1226971987,0.08857249082,0.06727726942,0.0516062703,0.04157277156,0.03567255455
2019-07-21,0.448779761,0.1824577901,0.1331718758,0.1160788203,0.1034021026,0.08967739884,0.07714986934,0.06624567874,0.4666780968,0.1702188061,0.1282610051,0.1086793852,0.0948591889,0.08254539726,0.07055651643,0.06043012941
2021-04-02,0.3635524197,0.1894014994,0.1263311737,0.1004741337,0.08203939529,0.06724133651,0.05992329461,0.05267848277,0.3632669755,0.1919635216,0.1237492868,0.09696904864,0.07876907716,0.06499072885,0.05804895878,0.05116245899
2020-10-14,0.3290371151,0.167591165,0.1033981889,0.07119371023,0.05898984337,0.05115088106,0.04302496329,0.03488069016,0.3376223957,0.1733487676,0.1051815724,0.07180074912,0.05783526357,0.05046379276,0.04227752501,0.03345263263
2020-12-12,0.4133414168,0.2007503552,0.1336367775,0.1015537444,0.07969663084,0.06272389329,0.05169933758,0.04464794969,0.4101061527,0.207186699,0.1353421916,0.1004026335,0.07821095073,0.05965308692,0.04855115638,0.04172287423
2019-01-16,0.2042757334,0.07035606009,0.04306507543,0.0269507279,0.02241507869,0.01709790224,0.01294171907,0.009610259805,0.2337744275,0.07098440121,0.04211904351,0.02566210446,0.02238411722,0.01741044163,0.01426646016,0.009854577972
2021-04-06,0.340529374,0.1747694359,0.1156043593,0.1005748814,0.08741009834,0.06964442977,0.0537697539,0.03865832477,0.3397583002,0.1769039959,0.1143116637,0.09922955908,0.08675672604,0.07030206824,0.05395394756,0.03654311912
2021-04-10,0.5169836335,0.2645677731,0.1833101431,0.1481157059,0.1224394652,0.1007836606,0.08447301766,0.07491456873,0.5134844687,0.2759040346,0.1887727646,0.1498419223,0.1209542371,0.09732666327,0.07986730677,0.07056054748
2021-06-16,0.3407565761,0.1685170528,0.1104857941,0.0805764165,0.07078455554,0.06266054746,0.05160731524,0.04350324776,0.3274782585,0.1647325049,0.1038132893,0.07358359402,0.06362313173,0.05515293709,0.04546040436,0.03801992817
2019-03-04,0.1856306075,0.0491227925,0.03132012334,0.02429391501,0.01936688293,0.01613160077,0.01263435245,0.01016015095,0.2240097685,0.05267612685,0.03428735107,0.02492006844,0.01984934932,0.01707013075,0.01364836305,0.01098010678
2019-09-03,0.3051671283,0.1188459856,0.06762449235,0.0532102468,0.04506904092,0.03754264292,0.03239737582,0.02762386754,0.3305402895,0.1206214819,0.0686851802,0.05320560398,0.04486236363,0.03735164106,0.02997556634,0.02533349973
2021-02-09,0.351386609,0.1725995753,0.1064349591,0.08529314321,0.07187904353,0.05740840742,0.04804175536,0.03582897675,0.3563530135,0.1808160422,0.1082877715,0.08533413253,0.07283077141,0.05687666189,0.04764945774,0.03328907861
2020-05-31,0.4678611046,0.2155860717,0.1426873689,0.1018296194,0.08114408758,0.06442460643,0.0500591635,0.04009660308,0.4804887094,0.2322143597,0.1511087928,0.1073967563,0.08476242116,0.06765454808,0.05282260002,0.04228306303
2020-07-21,0.3499896242,0.1773832817,0.1088760963,0.0935106678,0.08352242327,0.07045145954,0.06264572292,0.05623879618,0.3654211864,0.1871201659,0.1100980309,0.09330037223,0.08193447561,0.06767254852,0.05872190492,0.05365953457
2021-04-12,0.3076039032,0.1576242899,0.1209188848,0.09972267882,0.08041112745,0.06794188751,0.05559100172,0.04749605887,0.3033065619,0.1594195202,0.1198345937,0.09887823236,0.07996732234,0.06824071714,0.05400664174,0.0465630045
2021-07-16,0.3381735611,0.1804477499,0.1228443489,0.09590819582,0.07893597175,0.06582346888,0.05902523301,0.05437940939,0.3219491903,0.1727298505,0.1135728027,0.08714610577,0.07049598012,0.05793593208,0.05170664309,0.0476582655
2020-05-05,0.3851617147,0.1736547774,0.1080431784,0.08589835092,0.07315306688,0.06037992676,0.04981795678,0.042858455,0.4003940759,0.1845330504,0.1108897399,0.08709664436,0.07401561673,0.06164613952,0.04995227581,0.04299489409
2020-07-27,0.3113849771,0.1503153003,0.1099072085,0.08997755813,0.07834916997,0.06887965748,0.06206115011,0.05572522243,0.3202153281,0.1574085972,0.1135106812,0.09227568605,0.08084009447,0.06914971397,0.06203445632,0.05501668314
2020-05-19,0.3163470377,0.1349898563,0.06802454402,0.0540886724,0.04320157897,0.03293570048,0.02541477783,0.02093283264,0.3305817852,0.1438819165,0.07228993525,0.05495023129,0.04412189206,0.03268607438,0.02528287959,0.0211080809
2020-12-03,0.3197429474,0.1551888609,0.09395347616,0.06654326822,0.05253435653,0.0456536742,0.04029640632,0.0351941869,0.3275019612,0.1612490625,0.09542847194,0.06438654697,0.0512782982,0.04337623027,0.03725356263,0.03192301511
2020-09-04,0.3381324025,0.1588387187,0.09408807229,0.06977479276,0.0534772131,0.04389532949,0.03761514659,0.03340498802,0.3448018458,0.1679755076,0.09933533643,0.07284079183,0.0556475538,0.04542057422,0.03805028225,0.03367514947
2019-01-07,0.1747153255,0.05140313497,0.03466062288,0.02539624299,0.01751940069,0.01340050031,0.01088703722,0.009769059435,0.20450111,0.05861329705,0.03655375355,0.0255639214,0.01810938813,0.01388094391,0.01042294749,0.009953979273
2019-05-28,0.3073673444,0.1029570628,0.05070840827,0.03904384311,0.03232486875,0.02467334527,0.0188624161,0.01571611301,0.3555394308,0.1116370365,0.05554195873,0.04343207894,0.03572022947,0.02671613737,0.02146150683,0.01539188237
2020-06-07,0.4832444023,0.2252213578,0.1566040849,0.1162953521,0.09178391622,0.07088925685,0.05624328334,0.04399121577,0.4909547277,0.2369473673,0.1659549017,0.1208214255,0.09290833117,0.07145524812,0.05660967134,0.04208479475
