Install,Time_stamp,Status,ID,Payment,Game_Name,Level_score,Time_score,PK,BOSS,Gacha,Attack,Mining
2022-04-13,2022-04-18,purchase,Steve_027,4900,Mine Ground,84.27603386592207,69.22950485073044,44.27579163084128,57.83072795625536,35.714806318754675,74.34119876273608,63.09195762276792
2022-03-22,2022-03-26,purchase,Jonathan_110,9900,Mine Ground,89.21492595858902,77.46689751417092,70.44469866861641,69.4545877027898,38.411846005219424,18.57421623530681,58.94811858570813
2022-04-25,2022-05-02,purchase,Sarah_696,4900,Mine Ground,84.75266531367163,74.50968366725229,65.77253015220035,66.8628901926704,35.48819435800215,69.89851889885087,70.76652224056517
2022-03-14,2022-03-19,purchase,Carmen_218,900,Mine Ground,81.08606086159509,76.41042215007846,76.06773987611528,79.85888612241052,35.774299763236435,27.154209718226813,69.08421898117213
2022-04-09,2022-04-27,purchase,Marcus_888,49900,Mine Ground,90.38692408963767,74.98645655485697,76.5736655017151,69.72844969161385,27.457673578211544,19.640575128497986,79.52655947517809
2022-03-23,2022-04-12,purchase,Karen_304,9900,Mine Ground,86.25412479180676,69.2429207256163,51.060204564698914,32.10314008038212,63.691754968915575,35.33416599211959,76.93757590165765
2022-05-01,2022-05-19,purchase,Debbie_358,900,Mine Ground,88.28160358351231,71.18849866152738,78.50826171476818,77.24851933191702,44.16108515928982,29.124623565337423,68.72367450911447
2022-01-02,2022-01-06,purchase,Ian_430,19900,Mine Ground,81.48885745868148,72.46848407846846,41.61061306680337,32.061127650471754,73.04552603233401,39.81539374419822,80.39171796591305
2022-04-17,2022-05-04,purchase,Victoria_222,29900,Mine Ground,86.6535971061257,74.83256623660445,66.815249782549,78.29364984788803,27.58626258910154,66.04605098029094,63.46541381956019
2022-04-23,2022-05-03,purchase,Kathleen_011,4900,Mine Ground,87.23127146403107,72.42890932640952,44.23763211433994,59.302207878407,73.18148682728616,43.393506615660336,68.72894256220667
2022-05-07,2022-05-09,purchase,Summer_507,9900,Mine Ground,89.82908710874555,78.7966762228104,45.28467252975312,57.011560016500894,33.451549985191214,81.26458108341627,59.96381748589205
2022-04-13,2022-04-25,purchase,Nicole_397,19900,Mine Ground,91.1667539116143,81.36072884401703,44.22924170456802,61.23316722808146,32.04426818412675,82.12248289361493,74.16868681470346
2022-03-14,2022-03-27,purchase,Gregory_654,900,Mine Ground,89.41461349865703,71.86506337092256,56.09760185750351,73.53656355828566,36.85076773644893,80.42654140843023,67.13774545921035
2022-05-06,2022-05-18,purchase,Anthony_726,9900,Mine Ground,85.38373701949911,68.96029269838229,45.28304257251352,34.65774728587596,59.43621598680394,37.600516268768736,64.89006271356894
2022-03-15,2022-03-27,purchase,Joyce_910,900,Mine Ground,90.45894547055912,68.35508641534315,31.27142461233659,41.50669854275247,70.02225510459945,38.00726335752354,76.23350134981985
2022-03-12,2022-03-17,purchase,Cory_927,900,Mine Ground,85.88856557377137,71.20530084368758,51.65820033458522,68.15154952894031,39.9196668772881,78.81585471737392,71.14865851167063
2022-01-07,2022-01-18,purchase,Jaime_065,19900,Mine Ground,85.98873201205532,75.60857896141154,67.08474047739674,66.6748247838797,36.4338902600537,37.51289889988565,72.11371830157155
2022-02-09,2022-02-13,purchase,Daisy_420,29900,Mine Ground,83.96683229146028,73.49253574575627,49.18376543350896,48.15414251497737,64.643244794582,40.218726697222905,82.57148388736792
2022-04-24,2022-05-10,purchase,Adrian_064,4900,Mine Ground,75.5515798798047,76.19753330846565,42.255946842468106,59.978610609206015,42.00748214322157,74.72647716037329,54.67367045263923
2022-02-24,2022-03-04,purchase,Amy_354,9900,Mine Ground,91.67208416871102,74.36077723310613,35.261028468560035,74.65182533922341,45.951457454755214,80.06369447606734,51.48821103961874
2022-04-19,2022-04-21,purchase,Tracey_478,19900,Mine Ground,84.02978175066812,73.6821179295486,60.35774432102124,78.05037326063103,43.55585319638814,10.118044960219832,56.440154136132286
2022-04-05,2022-04-25,purchase,Paula_120,4900,Mine Ground,88.22077756597653,62.99618499098891,74.48870656977225,80.6423244354518,36.01056195649398,16.960225457680252,56.1209924638038
2022-01-15,2022-01-26,purchase,Danielle_892,19900,Mine Ground,90.95742365255045,67.22667057541243,65.33258937876282,72.63217254266688,49.96507240603928,14.996772830797031,77.67586122190407
2022-04-04,2022-04-22,purchase,Debra_258,900,Mine Ground,86.33707707483995,72.730148062042,82.92337265949779,75.81841039653594,47.11402475283247,1.0,78.0076743353221
2022-02-01,2022-02-17,purchase,Amber_652,900,Mine Ground,86.76938374655785,71.76753019101875,77.66397638412214,62.48488138928449,47.166500986015706,20.960391426750704,76.97948580097953
2022-03-07,2022-03-20,purchase,Jeremy_080,4900,Mine Ground,87.2965508576735,76.11520341253609,44.371917016037706,81.18997930629108,27.665481878367142,81.45737245425197,59.888889245050684
2022-02-19,2022-03-08,purchase,Jessica_836,900,Mine Ground,84.55005289183744,79.39530200125898,52.85249912746789,65.44681309542852,35.6964083574273,91.81625092839576,52.941068294850666
2022-05-12,2022-05-17,purchase,Nathan_687,4900,Mine Ground,86.06577405414235,68.20356646513218,65.07452362169902,67.6336957336011,27.49782021350965,9.353318770321165,61.01910212341794
2022-03-16,2022-03-31,purchase,Yvette_190,19900,Mine Ground,84.31719488339176,74.88541904623547,57.02558368132736,57.72015246685877,29.444917789825293,87.19342891654595,73.60795897116135
2022-01-24,2022-02-07,purchase,Nathan_609,4900,Mine Ground,83.29696819783933,74.44105856910326,44.52699441054894,56.31701778549874,38.74499550739964,78.3542361823087,63.7634860452681
2022-02-20,2022-02-25,purchase,Donald_973,900,Mine Ground,89.75398300402348,72.86351767185256,51.061680481302695,48.466543422387005,30.8598615326594,67.66141578434885,61.34196560401439
2022-03-01,2022-03-09,purchase,Gregory_043,900,Mine Ground,82.6091849223481,74.35095286624244,46.79771695850629,66.04727126720364,33.63656636688325,73.20911554293208,63.79680513699938
2022-01-05,2022-01-11,purchase,Kelli_183,4900,Mine Ground,83.76473094299594,81.01670944275378,54.46113733578858,41.23228510428468,67.69980661682406,43.09886263780248,72.96112445331886
2022-02-16,2022-02-24,purchase,Maria_723,4900,Mine Ground,88.55008281243475,74.32968011123829,54.91659727657092,67.05362284691927,40.97218795393562,84.84883824886202,73.82343421771228
2022-05-04,2022-05-06,purchase,Charles_813,900,Mine Ground,90.00667036904575,75.08142639657119,78.78359925885046,62.412236702636,45.20610393432678,25.386475381757407,72.30308255441939
2022-01-06,2022-01-20,purchase,Marie_096,9900,Mine Ground,85.9908967424596,72.78862068943481,79.29012593099844,76.03377875289966,52.62323761599036,24.89568185073107,69.88828207110376
2022-02-10,2022-02-15,purchase,Brittany_369,29900,Mine Ground,87.36151664128745,74.12604181252759,82.75076015190335,65.19156742679156,48.22824598483874,20.3637584390122,73.57384448285202
2022-03-01,2022-03-12,purchase,Stephanie_975,49900,Mine Ground,86.68075527808588,73.50098865770237,61.66490584816613,68.43292296761273,33.87259031425855,26.599222358111167,66.99458488656853
2022-04-21,2022-05-04,purchase,Caitlin_978,9900,Mine Ground,83.80251937086796,70.91596052309468,58.754223115335954,80.44308756020375,30.93858515917761,19.89694938857288,60.56510434041123
2022-03-06,2022-03-23,purchase,Mark_676,900,Mine Ground,84.06246857391936,70.6990816813466,49.89461513179879,57.41441003643715,30.66632553218544,69.81695519994868,73.15558212032136
2022-03-10,2022-03-14,purchase,Deborah_508,9900,Mine Ground,85.53832923140446,82.8771868820167,28.29041403333309,47.24821203364019,61.00911125282314,45.13327648018296,73.66852785315258
2022-01-10,2022-01-14,purchase,Nicole_365,19900,Mine Ground,90.16295561580382,68.46172771694513,38.27416121943697,73.36612879426829,24.302671804848533,89.41173495931874,79.65933703402786
2022-03-02,2022-03-08,purchase,Taylor_815,900,Mine Ground,89.54770164251826,78.58778885095168,68.59425911427942,76.71363143851269,41.30395256026257,24.715419067713164,70.0281017059023
2022-02-21,2022-03-02,purchase,Scott_099,49900,Mine Ground,81.14611491954173,75.40934981083231,43.49860694073578,66.96198887279331,37.869681805457006,65.76850804661889,65.51472343957124
2022-03-24,2022-04-05,purchase,Yolanda_236,900,Mine Ground,90.74761582381,74.6800408299572,41.94218575948669,69.19443990114698,33.402954224854305,75.05912573604206,65.75926199605023
2022-02-06,2022-02-26,purchase,Isaac_479,900,Mine Ground,88.16658213862083,70.22326135391242,49.76995020663794,62.675698567496944,34.87316535546769,74.87412634786024,72.61615050877813
2022-03-26,2022-03-27,purchase,Dawn_624,4900,Mine Ground,87.78589261539855,76.90451435835843,44.84678312994914,61.535840918850646,37.93730163123385,73.69811749116211,58.54572085856646
2022-01-31,2022-02-13,purchase,Joshua_505,900,Mine Ground,86.19580206732438,77.1899765566611,40.17878833878468,37.121761593077096,75.99512138929443,29.237961080240016,73.21668163048898
2022-01-20,2022-01-31,purchase,Lisa_758,900,Mine Ground,84.29738935443518,71.4852672894372,41.946009569070405,44.98181846269176,72.42829609604998,30.38904948573825,76.14498848715816
2022-04-23,2022-04-30,purchase,Alexandra_974,900,Mine Ground,83.93857037948064,74.91919333768686,74.6830362178027,63.9445394641379,49.30991508420916,30.359607592170136,66.22886671616729
2022-02-26,2022-02-27,purchase,Alex_987,4900,Mine Ground,88.98780226403397,74.4332900537878,38.77369178759116,31.410815613810616,84.15557458871984,40.99047970543958,78.73595144181967
2022-01-02,2022-01-17,purchase,Diana_967,49900,Mine Ground,85.82770421005026,72.50825182008309,45.71855274044897,33.949540840689174,72.29601496724962,28.77193292860013,65.23254163053896
2022-01-26,2022-02-01,purchase,Megan_770,900,Mine Ground,84.61544148192273,74.68617192667357,43.00755979805921,52.80760823374574,69.7790869123441,35.5853695554971,71.7638185781201
2022-01-18,2022-01-30,purchase,John_701,9900,Mine Ground,85.07010071764284,79.92687963938364,75.7861360618915,71.23569083467947,47.62385493987616,31.921027580327674,66.40647783869707
2022-04-17,2022-05-04,purchase,Nathan_474,900,Mine Ground,86.14744236502105,71.82745693166491,69.5210177677843,76.48993052602792,36.10444161878874,17.15145763389346,73.16118815895757
2022-01-28,2022-01-31,purchase,John_000,19900,Mine Ground,88.32025993199977,73.98409440703425,60.02334252504036,73.26349720285067,31.721488868564407,28.80556786957893,61.41938864681792
2022-03-15,2022-03-29,purchase,Jessica_446,4900,Mine Ground,84.30824568098436,77.10888657421366,37.35616413521001,50.78230259196768,78.85113488402177,40.81889844615731,81.02839094594026
2022-01-25,2022-02-11,purchase,Jonathan_256,900,Mine Ground,82.07390968104819,72.40336686558781,42.41049399452289,65.50239901965416,43.76628523268847,68.84348488370705,62.65524262170266
2022-05-04,2022-05-24,purchase,Emily_308,4900,Mine Ground,81.64251722968338,82.23878370464352,83.15134192340881,73.1710367296941,33.63309496179358,13.179814338915364,68.7909508701893
2022-05-02,2022-05-13,purchase,Raymond_108,900,Mine Ground,76.89054744054003,74.38845515674014,58.85629413667004,61.53618792440814,27.417135541596988,88.46615688227438,75.50515803295478
2022-01-21,2022-02-10,purchase,Michael_647,4900,Mine Ground,88.70595242858693,70.83445582831344,46.11057435116234,41.03417382050013,74.39248575430778,48.868072983565696,83.45112193027337
2022-04-20,2022-04-25,purchase,Larry_069,900,Mine Ground,87.44869840554811,72.5190076053465,64.59176588386347,67.95613630999675,26.723996487492776,75.01161936390575,61.01941365797356
2022-05-09,2022-05-18,purchase,Latoya_037,9900,Mine Ground,89.5607287749241,69.06787410543431,44.461269998545866,39.83809479103804,69.23691057889144,34.76156327110528,81.19092018615054
2022-02-14,2022-02-18,purchase,Robert_394,900,Mine Ground,89.50485012519961,71.26765865235438,81.21574709581488,75.59060493237494,51.03522707914811,31.739966972065453,70.23168658795683
2022-01-18,2022-02-07,purchase,Kenneth_691,9900,Mine Ground,83.35474662485201,76.25552391416907,45.596811894063045,29.29966012978416,77.5307201974689,41.06517002449894,79.39905802948975
2022-05-11,2022-05-14,purchase,Jason_449,49900,Mine Ground,80.60455233151536,71.35777955751739,45.15257456712175,67.56818506354013,29.230278725899637,64.58874287717319,63.18050726724277
2022-05-09,2022-05-10,purchase,Gary_214,9900,Mine Ground,88.08680176453898,78.54945713660126,68.89459002034566,87.55352427985864,36.095315694207656,17.83632665424344,76.73461538164678
2022-02-11,2022-03-01,purchase,Brittney_284,900,Mine Ground,94.95395362305092,69.62784782287639,69.64233500983447,83.18867997985662,51.60825936790405,18.85076475514502,75.91516998049259
2022-05-11,2022-05-31,purchase,Jared_038,49900,Mine Ground,88.39024705877031,69.31401636542223,68.51126212952919,72.6617001700125,44.233168938814,17.758853416107687,74.86641231851175
2022-02-08,2022-02-12,purchase,Jonathan_151,4900,Mine Ground,86.18432474434569,80.66474709402367,74.04884562604941,81.08680798191423,42.90476388664798,17.296019503618744,66.93823219442415
2022-05-08,2022-05-26,purchase,Katherine_740,4900,Mine Ground,84.2384723751218,69.03376346457232,60.65633296763309,50.79180244486233,76.63735681436876,39.204695812015146,71.68099708993178
2022-03-16,2022-04-04,purchase,Eric_518,4900,Mine Ground,88.08577150174568,73.87866869792387,65.7513734039003,80.17145500281904,38.60131795027126,23.10677050405206,59.989671773830096
2022-03-28,2022-04-01,purchase,Mark_688,49900,Mine Ground,88.10129679439602,75.09252712223336,59.94513311494975,42.54492336452642,75.17002487101531,41.930514977155134,83.72404169429153
2022-02-18,2022-03-03,purchase,Tony_644,900,Mine Ground,90.82076439590918,72.96522842286855,51.136608855260825,70.05399226779527,30.887039683146817,81.74452070037293,63.603049745629264
2022-02-07,2022-02-14,purchase,Sherry_705,29900,Mine Ground,81.4502573254488,75.02223555871646,66.3378798617731,79.92795362116185,34.85128163322927,31.290887335594384,62.11425646206242
2022-04-26,2022-05-11,purchase,Denise_073,900,Mine Ground,90.334019456153,70.95323960515806,32.50322033659472,32.39804444911243,69.66266320317689,34.90785295204071,70.63148268625724
2022-05-04,2022-05-12,purchase,Mackenzie_446,900,Mine Ground,79.75359600602387,68.13132614480824,66.66221930222292,75.87795107965545,42.67070729125379,30.058974133146048,77.0064984001861
2022-02-02,2022-02-04,purchase,Roy_141,900,Mine Ground,87.23386222757664,76.36823722657738,50.50880789101297,45.87978379816404,59.41513693296192,36.219442895466536,81.61753151842589
2022-02-20,2022-03-05,purchase,Crystal_945,4900,Mine Ground,79.59009316366058,74.17264319871845,49.01760770497812,34.61190518538199,72.05948582141502,31.29151289251148,82.30482964530235
2022-03-03,2022-03-17,purchase,Joseph_815,9900,Mine Ground,87.15476485386432,73.20997220741381,72.29820764294563,69.39574800192433,42.67278498840246,25.33800584684088,62.165707479010266
2022-05-10,2022-05-12,purchase,Katherine_444,4900,Mine Ground,85.6603577967239,78.38425249923829,53.14353801668893,44.053990988048206,63.23692210746936,35.450814466608946,73.1621122191382
2022-01-26,2022-02-02,purchase,Julia_394,9900,Mine Ground,81.49563503728719,72.47441426147239,50.63125764698841,44.25976636628791,82.68749288142166,37.59127867119363,82.43763087911312
2022-01-22,2022-02-11,purchase,Sara_668,900,Mine Ground,88.60676711231751,71.17172405506298,42.68489390012862,25.537224714567877,82.56839402651872,37.41304359578935,70.0124207979414
2022-01-17,2022-01-22,purchase,Don_389,19900,Mine Ground,81.82743811275678,73.66109363221302,33.66893973960143,42.61059799430168,75.269098036462,32.752470658004114,86.86786869121566
2022-03-28,2022-04-17,purchase,Tiffany_926,4900,Mine Ground,91.80855106721148,73.55221499631749,33.63464698837272,42.90707672560288,87.5832187660174,34.44578119638247,85.62699840420224
2022-03-15,2022-03-19,purchase,Sandra_162,29900,Mine Ground,89.617504400009,77.59094677119204,38.75439145834519,65.94288933341328,23.0063077617543,63.98331663505668,70.53408207282956
2022-03-30,2022-04-06,purchase,Claire_362,29900,Mine Ground,85.90088567753249,72.36233639533133,78.34841956751521,62.772356208740845,37.8057452753849,27.475282349440857,67.10220045147854
2022-04-24,2022-04-26,purchase,Joseph_423,900,Mine Ground,85.60095533988925,73.58041783770587,54.12986551483834,38.16641726249318,82.00021033356948,40.203884100745306,69.17244245507149
2022-03-27,2022-04-06,purchase,Lindsay_541,29900,Mine Ground,84.68094122612672,70.27418205223206,50.109100431926045,69.51861109048477,24.14427843012835,74.32770255693782,64.8257163231493
2022-01-08,2022-01-15,purchase,Jeffrey_975,29900,Mine Ground,80.00940698032586,80.18665694419045,48.95632240072514,68.1289401095087,40.845693826419655,77.90225762543561,75.46550859089888
2022-04-01,2022-04-18,purchase,Linda_179,19900,Mine Ground,82.7381431816772,78.28495444758548,50.54566612257809,73.28137771413597,40.47233376900233,77.39257986248533,58.29746982411197
2022-02-22,2022-03-13,purchase,Jeremy_533,4900,Mine Ground,82.31034929760928,85.06423303319552,54.71803067155091,27.908520425330284,73.62412098302157,45.95704534783905,73.93702857784582
2022-03-15,2022-03-19,purchase,Benjamin_813,4900,Mine Ground,81.58318933303568,67.50227700230549,77.92513683515224,62.219334675472425,40.885692098545405,25.997777542785,69.37049175690149
2022-03-14,2022-03-15,purchase,Kenneth_542,4900,Mine Ground,87.86462320944423,69.58670895803769,52.75505081989866,44.87105881185072,72.6966707959053,44.43044158254177,78.74121180201966
2022-02-13,2022-02-22,purchase,Kim_757,900,Mine Ground,86.83082731293766,74.4818908462313,29.011600264524443,30.60815823427001,72.46759857679851,27.90002430637904,78.28769315619553
2022-04-25,2022-04-29,purchase,Jessica_867,19900,Mine Ground,85.06317532099014,75.8280871977952,41.3963111348062,58.79681248426318,13.8087425390653,68.15893212983697,62.53937023988475
2022-02-15,2022-02-17,purchase,Benjamin_723,900,Mine Ground,85.6194766502635,67.17259561070492,43.02558962193751,42.79775553110272,82.3603726302941,42.24158465482223,77.8614145379889
2022-01-17,2022-01-28,purchase,Chelsea_530,900,Mine Ground,81.8658847363195,71.9515180221462,59.444094720716194,69.46424024983853,24.106749109658757,15.180437264903029,72.53920293181558
2022-03-04,2022-03-07,purchase,Lindsey_217,9900,Mine Ground,87.53520946297165,64.3085126004691,39.79650377190181,36.559826670101664,84.33459528495692,45.02235475737547,71.3226867609028
2022-01-09,2022-01-13,purchase,Valerie_829,9900,Mine Ground,87.56571048426801,68.91207878114918,63.408413957659306,67.73416280448622,37.23864885796326,25.333220607060877,75.75061171989516
2022-02-21,2022-03-08,purchase,Arthur_369,19900,Mine Ground,87.11130452951468,74.58640485438258,48.08394953700856,28.70357718094669,67.83394619221329,39.86790033928609,71.27825428357212
2022-03-21,2022-03-26,purchase,Joshua_584,4900,Mine Ground,91.7237024323416,72.17462200673523,43.86609873966573,24.33403734032846,69.76588933460734,36.46911446927552,77.17099557553173
2022-03-19,2022-04-06,purchase,Stephanie_862,900,Mine Ground,84.05507397268809,75.06408300312752,53.0709970316893,42.621452371867896,74.50960609196879,22.22081583259841,94.67437633949072
2022-02-21,2022-02-24,purchase,Ryan_209,900,Mine Ground,92.68850092890608,72.88504002548574,46.56019346006083,55.89437961021235,18.86236273300794,76.01586483877968,55.85057971113024
2022-02-07,2022-02-17,purchase,Aaron_031,900,Mine Ground,89.7428791489712,73.64292114594495,39.72483897823206,22.468639816172765,73.08187929931279,33.581166011455736,78.88973035523375
2022-04-30,2022-05-15,purchase,Rebekah_156,900,Mine Ground,83.5613058260207,75.80184384206173,42.413865263626725,39.76762263826235,79.46992690729752,34.87696441318368,82.62569612811743
2022-01-11,2022-01-23,purchase,Randy_683,4900,Mine Ground,84.90047641358615,77.56459224269591,53.26698034684863,73.77357678019675,31.872520789581653,73.3850035531916,76.05991548781728
2022-04-25,2022-05-10,purchase,Kenneth_375,4900,Mine Ground,86.03084520834848,69.43356770342581,52.00925470812722,60.00009026456656,29.60579513930669,79.86862217809505,67.6609351437598
2022-02-22,2022-03-13,purchase,Michelle_557,900,Mine Ground,82.35067545703093,70.72504585717125,51.30541838445684,53.16970248283987,89.49639743505783,34.819500871039004,83.71059902119478
2022-03-13,2022-03-14,purchase,Emily_008,4900,Mine Ground,84.49587390914228,74.49546719590109,66.18961954982267,82.90205946303287,33.62420725999316,12.529598123563003,80.09544666922316
2022-04-18,2022-04-28,purchase,Cynthia_479,4900,Mine Ground,82.50212648437018,72.72608411304235,49.90766807785678,37.25391868488696,84.61056301394345,38.02717883166311,61.35061265981678
2022-03-09,2022-03-27,purchase,Jacob_144,9900,Mine Ground,84.09497030790796,67.49426247665593,45.67032763888491,60.1039648756084,29.459085199689294,62.70874250204448,64.20835497103012
2022-04-08,2022-04-20,purchase,Cody_283,4900,Mine Ground,86.30170611018177,80.5940301226999,73.74656728660155,86.11042194448153,44.23609729911497,24.42637199836452,67.16534804016513
2022-01-30,2022-02-09,purchase,Andrew_380,900,Mine Ground,85.29723656265433,72.41484679478828,75.61496671258064,70.96102097651267,32.54854720347076,25.378651325438614,72.2397214367452
2022-02-17,2022-03-09,purchase,Becky_689,49900,Mine Ground,79.96348251374324,84.26488379524434,77.99557979364472,66.526786088217,32.30104550186833,19.20888033182277,53.47946177051411
2022-02-15,2022-02-25,purchase,Joseph_748,9900,Mine Ground,86.03111218475459,78.59313688337772,39.284372953420686,37.83447329249534,76.87084467321361,37.36861519248477,73.8429360472109
2022-03-23,2022-04-05,purchase,Dana_092,9900,Mine Ground,88.18629390301899,72.02437300706693,52.76238590340508,43.33889555574709,68.54634496570029,27.285216568850416,71.76087788843554
2022-02-21,2022-03-01,purchase,Sarah_972,900,Mine Ground,94.11885113491078,71.44656823858828,44.25217484796868,61.06777289415512,28.88017504200984,63.29177460819157,70.56684244153841
2022-01-12,2022-01-20,purchase,Craig_915,19900,Mine Ground,80.55273626445221,72.53877141142381,75.31135357554649,64.48714255835776,49.236989974746265,28.54155217496364,74.26818897046667
2022-05-02,2022-05-15,purchase,Andrea_508,900,Mine Ground,86.45954798610364,72.46923698912579,51.02708901218267,62.95250198740241,15.064922046349318,67.50378881871825,67.92025728567371
2022-01-02,2022-01-11,purchase,Taylor_687,4900,Mine Ground,84.49880579266954,73.40816019852427,43.543262002618654,36.50118597247238,80.11491278680253,40.351178960806,77.41787569634374
2022-03-15,2022-03-31,purchase,Kelly_377,9900,Mine Ground,88.23701319588179,67.37996782372184,44.16733121686889,44.58453890258727,75.03526600654259,33.142387681174576,70.3810160988601
2022-03-12,2022-03-24,purchase,Christina_944,4900,Mine Ground,87.25432036528225,81.58959788080698,40.410339949475535,55.340715796844265,27.944326642083112,66.11711006659856,67.80788952283021
2022-04-18,2022-04-27,purchase,James_810,900,Mine Ground,85.41102951405253,71.68760804137197,29.54456344946797,40.00916912053568,77.68816840538473,19.614256269814444,75.07984355631635
2022-03-30,2022-04-15,purchase,Shirley_574,900,Mine Ground,82.997161696262,73.49442735648701,45.52941498072558,41.11245133535146,62.82012522156836,33.23969892948237,76.81549315992686
